"Job ID","Description","State","Start Time","Elapsed Time","User"
"train_aks-e46846d4488d448db304f308742fdead","train-3","Success","6/15/2022","2 m, 11 s"," huandinh2022"
"train_aks-9767aa02557f45759763c7fa74bbaaa6","compress-1","Success","6/15/2022","2 s"," huandinh2022"
"train_aks-9767aa02557f45759763c7fa74bbaaa6","RB-FEA","Solve","Success","1 m, 47 s"," huandinh2022"
"train_aks-9767aa02557f45759763c7fa74bbaaa6","compress-2","Success","6/15/2022","0 s"," huandinh2022"
"train_aks-9767aa02557f45759763c7fa74bbaaa6","train-3","Success","6/15/2022","1 m, 40 s"," huandinh2022"
"train_aks-fac57eedd1474e52b9a897afbdb315ca","compress-1","Success","6/15/2022","0 s"," huandinh2022"
"train_aks-fac57eedd1474e52b9a897afbdb315ca","RB-FEA","Solve","Success","2 m, 20 s"," huandinh2022"
"train_aks-fac57eedd1474e52b9a897afbdb315ca","compress-2","Success","6/15/2022","0 s"," huandinh2022"
"train_aks-fac57eedd1474e52b9a897afbdb315ca","train-3","Success","6/15/2022","2 m, 12 s"," huandinh2022"
"train_aks-634e5212dde64b648cfdf414474bc17d","compress-1","Success","6/15/2022","1 s"," huandinh2022"
"train_aks-634e5212dde64b648cfdf414474bc17d","RB-FEA","Solve","Success","5 m, 33 s"," huandinh2022"
"train_aks-634e5212dde64b648cfdf414474bc17d","compress-2","Success","6/15/2022","2 s"," huandinh2022"
"train_aks-634e5212dde64b648cfdf414474bc17d","train-3","Success","6/15/2022","5 m, 13 s"," huandinh2022"
"train_aks-7a1af967c0364052b6534fd1f6f11f0d","compress-1","Success","6/15/2022","2 s"," huandinh2022"
"train_aks-7a1af967c0364052b6534fd1f6f11f0d","RB-FEA","Solve","Success","8 m, 31 s"," huandinh2022"
"train_aks-7a1af967c0364052b6534fd1f6f11f0d","compress-2","Success","6/15/2022","1 s"," huandinh2022"
"train_aks-7a1af967c0364052b6534fd1f6f11f0d","train-3","Success","6/15/2022","8 m, 0 s"," huandinh2022"
"train_aks-a4a0d5f457374496b35c775a05528b5e","compress-1","Success","6/15/2022","2 s"," huandinh2022"
"train_aks-a4a0d5f457374496b35c775a05528b5e","RB-FEA","Solve","Success","20 m, 16 s"," huandinh2022"
"train_aks-a4a0d5f457374496b35c775a05528b5e","compress-2","Success","6/15/2022","1 s"," huandinh2022"
"train_aks-a4a0d5f457374496b35c775a05528b5e","train-3","Success","6/15/2022","19 m, 24 s"," huandinh2022"
"train_aks-ccc83268d422436d91dd20a98294de83","compress-1","Success","6/15/2022","2 s"," huandinh2022"
"train_aks-ccc83268d422436d91dd20a98294de83","RB-FEA","Solve","Success","8 m, 27 s"," huandinh2022"
"train_aks-ccc83268d422436d91dd20a98294de83","compress-2","Success","6/15/2022","2 s"," huandinh2022"
"train_aks-ccc83268d422436d91dd20a98294de83","train-3","Success","6/15/2022","8 m, 9 s"," huandinh2022"
"train_aks-0e0ebecca2d9408a9418f6c9be640adb","compress-1","Success","6/15/2022","0 s"," huandinh2022"
"train_aks-0e0ebecca2d9408a9418f6c9be640adb","RB-FEA","Solve","Success","20 m, 36 s"," huandinh2022"
"train_aks-0e0ebecca2d9408a9418f6c9be640adb","compress-2","Success","6/15/2022","1 s"," huandinh2022"
"train_aks-0e0ebecca2d9408a9418f6c9be640adb","train-3","Success","6/15/2022","19 m, 41 s"," huandinh2022"
"train_aks-8b8ba2b180134ecf806395cd5dca43fc","compress-1","Success","6/15/2022","2 s"," huandinh2022"
